id,title,description,publisher,trove_url,download_text,issue_count,start_date,end_date,start_year,end_year,extent,place,issn,catalogue_url
nla.obj-407497663,"Gibbs, Shallard, & Co's New South Wales weather almanac.",,Gordon & Gotch,https://nla.gov.au/nla.obj-407497663,https://trove-journals.s3.ap-southeast-2.amazonaws.com/gibbs-shallard-co-s-new-south-wales-weather-almana-nla.obj-407497663.zip,7,1883-01-01,,1883,1890,"11 volumes : illustrations (some colour), map ; 21 cm.",New South Wales,,https://nla.gov.au/nla.cat-vn1730709
nla.obj-637034992,Glass : official journal of the Australian Glass Industry.,,National Library of Australia,https://nla.gov.au/nla.obj-637034992,https://trove-journals.s3.ap-southeast-2.amazonaws.com/glass-official-journal-of-the-australian-glass-ind-nla.obj-637034992.zip,20,1933-01-01,1935-04-01,1933,1935,online resource : illlustrations,Australia,,https://nla.gov.au/nla.cat-vn7731841
nla.obj-244630611,Glen's musical cabinet [music].,Issues from no. 31-,W.H. Glen & Co.,https://nla.gov.au/nla.obj-244630611,https://trove-journals.s3.ap-southeast-2.amazonaws.com/glen-s-musical-cabinet-music-nla.obj-244630611.zip,5,1897-01-01,,,,nos. of music ; 32 cm.,,,https://nla.gov.au/nla.cat-vn2926560
nla.obj-732252617,Gold-fields of Victoria : reports of the mining registrars for the quarter ended ...,,Govt. Printer,https://nla.gov.au/nla.obj-732252617,https://trove-journals.s3.ap-southeast-2.amazonaws.com/gold-fields-of-victoria-reports-of-the-mining-regi-nla.obj-732252617.zip,1,1884-01-01,1888-12-31,1888,1888,"23 v. : ill., maps ; 33 cm.",Victoria,,https://nla.gov.au/nla.cat-vn90984
nla.obj-3084081717,Goulburn link.,,s.n.],https://nla.gov.au/nla.obj-3084081717,,0,1981-01-01,,,,,New South Wales,,https://nla.gov.au/nla.cat-vn143966
nla.obj-54055401,Government Resident's report on Northern Territory.,,Govt. Printer,https://nla.gov.au/nla.obj-54055401,https://trove-journals.s3.ap-southeast-2.amazonaws.com/government-resident-s-report-on-northern-territory-nla.obj-54055401.zip,14,1887-01-01,1910-01-01,1887,1910,23 volumes ; 34 cm.,Northern Territory,,https://nla.gov.au/nla.cat-vn2020182
nla.obj-2963618792,Government gazette,,[s.n.],https://nla.gov.au/nla.obj-2963618792,,0,1926-01-01,,,,v. : ill. ; 34 cm.,Nauru,,https://nla.gov.au/nla.cat-vn723799
nla.obj-54174470,Government gazette of Western Australia.,,Govt. Printer,https://nla.gov.au/nla.obj-54174470,https://trove-journals.s3.ap-southeast-2.amazonaws.com/government-gazette-of-western-australia-nla.obj-54174470.zip,5,1878-01-01,1964-01-01,1938,1964,v. ; 29 cm.,Western Australia,,https://nla.gov.au/nla.cat-vn2352246
nla.obj-838128236,Government securities on issue at 30 June ...,,Commonwealth Govt. Printing Office,https://nla.gov.au/nla.obj-838128236,https://trove-journals.s3.ap-southeast-2.amazonaws.com/government-securities-on-issue-at-30-june-nla.obj-838128236.zip,33,1963-01-01,1995-06-30,1963,1995,v. ; 25-33 cm.,Australia,,https://nla.gov.au/nla.cat-vn811593
nla.obj-7916702,"Grand Anzac military tattoo, navy, army and air force : official programme.",,R.S.S.I.L.A. (N.S.W. Branch)],https://nla.gov.au/nla.obj-7916702,https://trove-journals.s3.ap-southeast-2.amazonaws.com/grand-anzac-military-tattoo-navy-army-and-air-forc-nla.obj-7916702.zip,2,0019-01-01,1935-04-25,1934,1935,v. ; 22-25 cm.,Australia,,https://nla.gov.au/nla.cat-vn434082
nla.obj-2005769222,Grit : journal of R.A.A.F. Station Ascot Vale.,,RAAF Station Ascot Vale,https://nla.gov.au/nla.obj-2005769222,https://trove-journals.s3.ap-southeast-2.amazonaws.com/grit-journal-of-r-a-a-f-station-ascot-vale-nla.obj-2005769222.zip,1,1942-01-01,1942-10-15,1942,1942,v. : ill. ; 22 cm.,Australia,,https://nla.gov.au/nla.cat-vn2428997
nla.obj-2999679159,Groom's Darling Downs Book Almanac.,,W.H. Groom.,https://nla.gov.au/nla.obj-2999679159,https://trove-journals.s3.ap-southeast-2.amazonaws.com/groom-s-darling-downs-book-almanac-nla.obj-2999679159.zip,2,0018-01-01,1897-01-01,1893,1897,v. ; 21 cm.,Queensland,,https://nla.gov.au/nla.cat-vn3114566
nla.obj-471528938,"Hand-book for emigrants to Queensland, Australia.",,Sir Joseph Causton & Sons.,https://nla.gov.au/nla.obj-471528938,https://trove-journals.s3.ap-southeast-2.amazonaws.com/hand-book-for-emigrants-to-queensland-australia-nla.obj-471528938.zip,1,0018-01-01,,,,v. : maps ; 22 cm.,Queensland,,https://nla.gov.au/nla.cat-vn703518
nla.obj-3098857962,Handbook,,The School,https://nla.gov.au/nla.obj-3098857962,https://trove-journals.s3.ap-southeast-2.amazonaws.com/handbook-nla.obj-3098857962.zip,1,1992-01-01,1992-01-01,1992,1992,v. ; 21 cm.,,,https://nla.gov.au/nla.cat-vn1760742
nla.obj-3098902880,Handbook,,The School,https://nla.gov.au/nla.obj-3098902880,https://trove-journals.s3.ap-southeast-2.amazonaws.com/handbook-nla.obj-3098902880.zip,5,1992-01-01,1999-01-01,1992,1999,v. ; 21 cm.,,,https://nla.gov.au/nla.cat-vn1760755
nla.obj-3098796315,Handbook,,The School,https://nla.gov.au/nla.obj-3098796315,https://trove-journals.s3.ap-southeast-2.amazonaws.com/handbook-nla.obj-3098796315.zip,18,1967-01-01,1991-01-01,1971,1991,v. ; 22cm.,,,https://nla.gov.au/nla.cat-vn2125231
nla.obj-185175328,Harina.,,"Papuan District Committree, L.M.S.",https://nla.gov.au/nla.obj-185175328,https://trove-journals.s3.ap-southeast-2.amazonaws.com/harina-nla.obj-185175328.zip,28,1946-01-01,1954-01-01,1946,1954,v. ; 22 cm.,Papua New Guinea,,https://nla.gov.au/nla.cat-vn590776
nla.obj-722006765,"Heads of the people : an illustrated journal of literature, whims, and oddities.",,W. Baker],https://nla.gov.au/nla.obj-722006765,https://trove-journals.s3.ap-southeast-2.amazonaws.com/heads-of-the-people-an-illustrated-journal-of-lite-nla.obj-722006765.zip,50,1847-01-01,1848-03-25,1847,1848,"2 volumes : illustrations, plates ; 28 cm.",Australia,,https://nla.gov.au/nla.cat-vn2109455
nla.obj-1250541100,Health and physical culture : Britons' monthly journal.,,Health and Physical Culture.,https://nla.gov.au/nla.obj-1250541100,https://trove-journals.s3.ap-southeast-2.amazonaws.com/health-and-physical-culture-britons-monthly-journa-nla.obj-1250541100.zip,1,1929-01-01,1935-11-01,1935,1935,v. : ill. ; 28 cm.,,,https://nla.gov.au/nla.cat-vn2153104
nla.obj-3097962446,Hemisphere.,,Dept. of Education and Science,https://nla.gov.au/nla.obj-3097962446,https://trove-journals.s3.ap-southeast-2.amazonaws.com/hemisphere-nla.obj-3097962446.zip,314,1957-01-01,1984-08-01,1957,1984,v. : ill. (some col.) ; 28 cm.,Australia a-----,0018-0300,https://nla.gov.au/nla.cat-vn2264683
nla.obj-2962374603,Henslowe's annual.,,Henslow Publishing Syndicate,https://nla.gov.au/nla.obj-2962374603,,0,1900-01-01,,,,v. : ill. ; 21-27cm.,Australia,,https://nla.gov.au/nla.cat-vn1545357
nla.obj-2836256679,History of education review.,,Australian and New Zealand History of Education Society,https://nla.gov.au/nla.obj-2836256679,https://trove-journals.s3.ap-southeast-2.amazonaws.com/history-of-education-review-nla.obj-2836256679.zip,42,1983-01-01,2003-10-01,1983,2003,v. ; 21-25 cm.,,0819-8691,https://nla.gov.au/nla.cat-vn695378
nla.obj-3590239,Honk : the voice of the Benzine Lancers.,,Troopship A40,https://nla.gov.au/nla.obj-3590239,https://trove-journals.s3.ap-southeast-2.amazonaws.com/honk-the-voice-of-the-benzine-lancers-nla.obj-3590239.zip,9,1915-01-01,,1915,1915,v. : ill. ; 23 cm.,Australia,,https://nla.gov.au/nla.cat-vn585173
nla.obj-1305553439,Horticultural magazine and garden guide.,,Alex M'Kinley & Co.,https://nla.gov.au/nla.obj-1305553439,https://trove-journals.s3.ap-southeast-2.amazonaws.com/horticultural-magazine-and-garden-guide-nla.obj-1305553439.zip,24,1877-01-01,1878-12-01,1877,1878,v. ; 21 cm.,Victoria,,https://nla.gov.au/nla.cat-vn285533
nla.obj-3042892676,"Hot metal : Australia's hard rock, thrash and heavy metal monthly.",,Futura Publications,https://nla.gov.au/nla.obj-3042892676,,0,1989-01-01,,,,v. : ill. (chiefly col.) ; 28 cm.,,1033-7423,https://nla.gov.au/nla.cat-vn2635691
nla.obj-638580284,Hula times.,,Hawaiian Club of Australia,https://nla.gov.au/nla.obj-638580284,https://trove-journals.s3.ap-southeast-2.amazonaws.com/hula-times-nla.obj-638580284.zip,3,1939-01-01,1939-07-01,1939,1939,v. ; 22 cm.,,,https://nla.gov.au/nla.cat-vn230521
nla.obj-60916156,Il Mentore Cristiano per la gioventu.,,Dalla Tipografia Galeati.,https://nla.gov.au/nla.obj-60916156,https://trove-journals.s3.ap-southeast-2.amazonaws.com/il-mentore-cristiano-per-la-gioventu-nla.obj-60916156.zip,3,0018-01-01,,,,v. : ill. ; 19 cm.,Italy,,https://nla.gov.au/nla.cat-vn433696
nla.obj-2834590440,Impulso ás letras,,Union Printing Office ,https://nla.gov.au/nla.obj-2834590440,https://trove-journals.s3.ap-southeast-2.amazonaws.com/impulso-as-letras-nla.obj-2834590440.zip,7,1865-01-01,1866-07-01,1865,1866,v. : ill. ; 23 cm.,a-hk---,,https://nla.gov.au/nla.cat-vn3997377
nla.obj-827988414,Income tax statistics,,Australian Govt. Pub. Service,https://nla.gov.au/nla.obj-827988414,https://trove-journals.s3.ap-southeast-2.amazonaws.com/income-tax-statistics-nla.obj-827988414.zip,21,1974-01-01,1993-06-30,1973,1993,volumes ; 25 cm.,Australia,,https://nla.gov.au/nla.cat-vn432275
nla.obj-3123232455,"Industrial disputes, Australia",,Commonwealth Bureau of Census and Statistics,https://nla.gov.au/nla.obj-3123232455,,0,1970-01-01,,,,13 v. ; 30 cm.,Australia,,https://nla.gov.au/nla.cat-vn1626243
nla.obj-88227234,Inside Indonesia : bulletin of the Indonesia Resources and Information Programme.,,IRIP,https://nla.gov.au/nla.obj-88227234,https://trove-journals.s3.ap-southeast-2.amazonaws.com/inside-indonesia-bulletin-of-the-indonesia-resourc-nla.obj-88227234.zip,89,1983-01-01,2007-04-01,1983,2007,v. ; 30 cm.,u-io---,0814-1185,https://nla.gov.au/nla.cat-vn2434542
nla.obj-2864073523,Inside news,,Peter Sawyer,https://nla.gov.au/nla.obj-2864073523,https://trove-journals.s3.ap-southeast-2.amazonaws.com/inside-news-nla.obj-2864073523.zip,38,1987-01-01,1993-10-01,1987,1993,v. ; 30 cm.,Australia,1031-9220,https://nla.gov.au/nla.cat-vn461207
nla.obj-3050340236,Intelligentsia.,,Lovers of Australia League.,https://nla.gov.au/nla.obj-3050340236,,0,0195-01-01,,,,v. ; 33 cm.,Australia,,https://nla.gov.au/nla.cat-vn146493
nla.obj-2942278153,International accountants' journal : official organ of the International Accountants Corporation and Bookkeepers Institute of Australasia.,,The Corporation,https://nla.gov.au/nla.obj-2942278153,https://trove-journals.s3.ap-southeast-2.amazonaws.com/international-accountants-journal-official-organ-o-nla.obj-2942278153.zip,1,1929-01-01,1930-07-15,1930,1930,v. ; 27 cm.,,,https://nla.gov.au/nla.cat-vn146487
nla.obj-851660905,International directory.,,Geo G. Nicolaides on behalf of the International Publishers Limited,https://nla.gov.au/nla.obj-851660905,https://trove-journals.s3.ap-southeast-2.amazonaws.com/international-directory-nla.obj-851660905.zip,1,1927-01-01,1927-01-01,1927,1927,"1 v. : ill., maps, ports. ; 25 cm.",Australia,,https://nla.gov.au/nla.cat-vn1043233
nla.obj-731256985,Ironside's advertiser and Sydney price current.,,National Library of Australia,https://nla.gov.au/nla.obj-731256985,https://trove-journals.s3.ap-southeast-2.amazonaws.com/ironside-s-advertiser-and-sydney-price-current-nla.obj-731256985.zip,3,1835-01-01,1835-08-03,1835,1835,online resource : illlustrations,New South Wales,,https://nla.gov.au/nla.cat-vn7828724
nla.obj-2886952021,J. Cox and Co's Australian almanac.,,J. Cox and Co.,https://nla.gov.au/nla.obj-2886952021,https://trove-journals.s3.ap-southeast-2.amazonaws.com/j-cox-and-co-s-australian-almanac-nla.obj-2886952021.zip,2,1857-01-01,1857-01-01,858,1857,2 volumes ; 19 cm.,Australia,,https://nla.gov.au/nla.cat-vn1093578
nla.obj-61688912,Jahrbuch des Instituts fur Buddhismus-Kunde.,,Das Institut,https://nla.gov.au/nla.obj-61688912,https://trove-journals.s3.ap-southeast-2.amazonaws.com/jahrbuch-des-instituts-fur-buddhismus-kunde-nla.obj-61688912.zip,2,1930-01-01,1931-01-01,1930,1931,v. ; 25 cm.,,,https://nla.gov.au/nla.cat-vn2123294
nla.obj-291668456,Jahrbuch uber die Evangelisch-Lutherische Mission in Neuguinea.,,,https://nla.gov.au/nla.obj-291668456,https://trove-journals.s3.ap-southeast-2.amazonaws.com/jahrbuch-uber-die-evangelisch-lutherische-mission--nla.obj-291668456.zip,1,1925-01-01,,,,v. ; 23cm.,,,https://nla.gov.au/nla.cat-vn589932
nla.obj-3081511591,Jetman the space ranger & his robot Tempo,,Associated General Publications/Transport Publishing Co.,https://nla.gov.au/nla.obj-3081511591,,0,1953-01-01,,,,5 volumes : chiefly illustrations ; 26 cm,,,https://nla.gov.au/nla.cat-vn7504089
nla.obj-265488023,Jewish missionary intelligence.,,London Society for Promoting Christianity Amongst the Jews,https://nla.gov.au/nla.obj-265488023,https://trove-journals.s3.ap-southeast-2.amazonaws.com/jewish-missionary-intelligence-nla.obj-265488023.zip,24,1893-01-01,1896-12-31,1894,1896,v. ; 25-29 cm.,,,https://nla.gov.au/nla.cat-vn3082243
nla.obj-82717308,Jiao yu xin li jiang zuo yan jiu bao gao.,,"Zhonghua jiao yu wen hua ji jin dong shi hui, Guo li zhong yang da xue xiao",https://nla.gov.au/nla.obj-82717308,https://trove-journals.s3.ap-southeast-2.amazonaws.com/jiao-yu-xin-li-jiang-zuo-yan-jiu-bao-gao-nla.obj-82717308.zip,5,1929-01-01,,,,v. ; 27 cm.,Taiwan,,https://nla.gov.au/nla.cat-vn445553
nla.obj-2961258737,Jindyworobak anthology,,F.W. Preece,https://nla.gov.au/nla.obj-2961258737,https://trove-journals.s3.ap-southeast-2.amazonaws.com/jindyworobak-anthology-nla.obj-2961258737.zip,16,1938-01-01,1953-01-01,1938,1953,15 v. ; 23 cm.,Australia,,https://nla.gov.au/nla.cat-vn1647112
nla.obj-2931196221,Jindyworobak publications : list of available and projected books.,,Jindyworobak Club,https://nla.gov.au/nla.obj-2931196221,https://trove-journals.s3.ap-southeast-2.amazonaws.com/jindyworobak-publications-list-of-available-and-pr-nla.obj-2931196221.zip,1,0194-01-01,1946-01-01,1946,1946,v. ; 22 cm.,Victoria,,https://nla.gov.au/nla.cat-vn2107284
nla.obj-58096328,Jing bao.,,Ju heng bao fang,https://nla.gov.au/nla.obj-58096328,https://trove-journals.s3.ap-southeast-2.amazonaws.com/jing-bao-nla.obj-58096328.zip,37,0018-01-01,1899-01-01,1898,1899,v. ; 22 cm.,,,https://nla.gov.au/nla.cat-vn2039627
nla.obj-579216301,Journal and proceedings,,The Society,https://nla.gov.au/nla.obj-579216301,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-and-proceedings-nla.obj-579216301.zip,295,1918-01-01,1954-12-02,1918,1954,47 v. : ill. ; 22 cm.,Australia,1325-9261,https://nla.gov.au/nla.cat-vn1578693
nla.obj-283107843,Journal and proceedings,,The Society,https://nla.gov.au/nla.obj-283107843,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-and-proceedings-nla.obj-283107843.zip,46,1901-01-01,1918-06-01,1901,1918,4 v. ; 21 cm.,Australia,1325-927X,https://nla.gov.au/nla.cat-vn563255
nla.obj-396851197,Journal and proceedings,,The Society,https://nla.gov.au/nla.obj-396851197,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-and-proceedings-nla.obj-396851197.zip,2,1918-01-01,1957-08-01,1957,1957,47 v. : ill. ; 22 cm.,Australia,1325-9261,https://nla.gov.au/nla.cat-vn1578693
nla.obj-3090702419,Journal and proceedings of the Royal Geographical Society of Australasia.,,"Charles Potter, Govt. Printer",https://nla.gov.au/nla.obj-3090702419,,0,1892-01-01,,,,1 v. : ill. ; 22 cm.,Australia,,https://nla.gov.au/nla.cat-vn72482
nla.obj-523874935,Journal and transactions,,The Society,https://nla.gov.au/nla.obj-523874935,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-and-transactions-nla.obj-523874935.zip,1,1951-01-01,,,,v. : ill. ; 22 cm.,,0037-9867,https://nla.gov.au/nla.cat-vn3596770
nla.obj-395626374,Journal of proceedings of the Royal Victorian Institute of Architects.,,Royal Victorian Institute of Architects. Council.,https://nla.gov.au/nla.obj-395626374,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-proceedings-of-the-royal-victorian-inst-nla.obj-395626374.zip,18,1926-01-01,1929-01-01,1926,1929,2 v. : ill. ; 25 cm.,Australia,,https://nla.gov.au/nla.cat-vn708085
nla.obj-395618641,Journal of proceedings.,,Royal Victorian Institute of Architects.,https://nla.gov.au/nla.obj-395618641,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-proceedings-nla.obj-395618641.zip,120,1903-01-01,1926-01-01,1906,1926,23 v. : ill. ; 25 cm.,Australia,,https://nla.gov.au/nla.cat-vn2230630
nla.obj-758603548,"Journal of soil conservation, New South Wales.",,Soil Conservation Service of N.S.W.,https://nla.gov.au/nla.obj-758603548,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-soil-conservation-new-south-wales-nla.obj-758603548.zip,13,1982-01-01,1988-01-01,1982,1988,7 v. : ill. ; 27 cm.,New South Wales,0726-4801,https://nla.gov.au/nla.cat-vn775330
nla.obj-2836256121,Journal of the Australian and New Zealand History of Education Society,,ANZHES,https://nla.gov.au/nla.obj-2836256121,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-the-australian-and-new-zealand-history--nla.obj-2836256121.zip,6,1980-01-01,1982-10-01,1980,1982,3 v. ; 21 cm.,Australia New Zealand,0311-3248,https://nla.gov.au/nla.cat-vn724211
nla.obj-689870804,Journal of the China Branch of the Royal Asiatic Society for the year ...,,The Branch,https://nla.gov.au/nla.obj-689870804,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-the-china-branch-of-the-royal-asiatic-s-nla.obj-689870804.zip,1,1884-01-01,1885-01-01,1885,1885,18 v. : ill. ; 21-25 cm.,China,,https://nla.gov.au/nla.cat-vn35409
nla.obj-815018361,Journal of the Institute of Architects of New South Wales.,,William Brooks & Co.,https://nla.gov.au/nla.obj-815018361,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-the-institute-of-architects-of-new-sout-nla.obj-815018361.zip,4,1904-01-01,1904-10-01,1904,1904,1 v. : ill. ; 32 cm.,New South Wales,,https://nla.gov.au/nla.cat-vn191384
nla.obj-458085053,Journal of the Pioneers and Old Residents' Association.,,The Association,https://nla.gov.au/nla.obj-458085053,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-the-pioneers-and-old-residents-associat-nla.obj-458085053.zip,12,1888-01-01,,,,volumes ; 22 cm.,Victoria,,https://nla.gov.au/nla.cat-vn2617722
nla.obj-734748369,Journal of the Royal Military College of Australia.,,[Government Printer],https://nla.gov.au/nla.obj-734748369,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-the-royal-military-college-of-australia-nla.obj-734748369.zip,54,1913-01-01,1968-12-01,1913,1968,volumes ; 23 cm.,,,https://nla.gov.au/nla.cat-vn1895387
nla.obj-395634663,Journal of the Royal Victorian Institute of Architects.,,R.V.I.A.,https://nla.gov.au/nla.obj-395634663,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-the-royal-victorian-institute-of-archit-nla.obj-395634663.zip,68,1929-01-01,1940-10-01,1929,1940,13 v. : ill. ; 28 cm.,Victoria,,https://nla.gov.au/nla.cat-vn709505
nla.obj-740911077,Journal of the Soil Conservation Service of New South Wales.,,Govt. Printer,https://nla.gov.au/nla.obj-740911077,https://trove-journals.s3.ap-southeast-2.amazonaws.com/journal-of-the-soil-conservation-service-of-new-so-nla.obj-740911077.zip,183,1945-01-01,1982-01-01,1945,1982,38 v. : ill. ; 25 cm.,New South Wales,0028-6818,https://nla.gov.au/nla.cat-vn1540939
nla.obj-3090697714,Journal of the West Australian Natural History Society.,,V.K. Jones,https://nla.gov.au/nla.obj-3090697714,,0,1904-01-01,,,,5 v. : ill. ; 22 cm.,Western Australia,,https://nla.gov.au/nla.cat-vn1960644
nla.obj-3098785092,Journey,,The School.,https://nla.gov.au/nla.obj-3098785092,,0,0019-01-01,,,,v.,,,https://nla.gov.au/nla.cat-vn1414401
nla.obj-69071687,Junior Red Cross record : official organ of the J.R.C. of N.S.W.,,Australian Red Cross Society (N.S.W. Division),https://nla.gov.au/nla.obj-69071687,https://trove-journals.s3.ap-southeast-2.amazonaws.com/junior-red-cross-record-official-organ-of-the-j-r--nla.obj-69071687.zip,9,1919-01-01,1919-11-01,1919,1919,v.,New South Wales,,https://nla.gov.au/nla.cat-vn585045
nla.obj-760030452,"K.C.C. kennel gazette : the official organ of the publishers, the Kennel Control Council.",,the Kennel Control Council,https://nla.gov.au/nla.obj-760030452,https://trove-journals.s3.ap-southeast-2.amazonaws.com/k-c-c-kennel-gazette-the-official-organ-of-the-pub-nla.obj-760030452.zip,360,1932-01-01,1962-02-01,1932,1962,v. : ill. ; 29 cm.,,,https://nla.gov.au/nla.cat-vn1745254
nla.obj-25844222,Kampspiegel Monatshefte : illustrierte zeitschrift fur die Kriegsgefangenen in Australien.,,L. Shroeder,https://nla.gov.au/nla.obj-25844222,https://trove-journals.s3.ap-southeast-2.amazonaws.com/kampspiegel-monatshefte-illustrierte-zeitschrift-f-nla.obj-25844222.zip,9,1918-01-01,1918-12-25,1918,1918,9 v. ; 23 cm.,New South Wales,,https://nla.gov.au/nla.cat-vn585232
nla.obj-2868641758,Kerr's Melbourne almanac and Port Phillip directory for ... : a compendium of useful and accurate information connected with Port Phillip.,,Kerr and Holmes.,https://nla.gov.au/nla.obj-2868641758,https://trove-journals.s3.ap-southeast-2.amazonaws.com/kerr-s-melbourne-almanac-and-port-phillip-director-nla.obj-2868641758.zip,2,0018-01-01,1842-01-01,1841,1842,volumes ; 23 cm.,Victoria,,https://nla.gov.au/nla.cat-vn2239075
nla.obj-2387126210,Kogarah school magazine.,,The School],https://nla.gov.au/nla.obj-2387126210,https://trove-journals.s3.ap-southeast-2.amazonaws.com/kogarah-school-magazine-nla.obj-2387126210.zip,6,1921-01-01,1924-10-01,1921,1924,v. ; 22 cm.,,,https://nla.gov.au/nla.cat-vn1192887
nla.obj-287612280,Kwato Mission tidings.,,New Guinea Evangelization Society : Kwato Extension Association,https://nla.gov.au/nla.obj-287612280,https://trove-journals.s3.ap-southeast-2.amazonaws.com/kwato-mission-tidings-nla.obj-287612280.zip,14,1931-01-01,,1931,1938,v. ; 26 cm.,Papua New Guinea,,https://nla.gov.au/nla.cat-vn2113052
nla.obj-5745053,La Vie Ormondaise.,,Gradual Printery,https://nla.gov.au/nla.obj-5745053,https://trove-journals.s3.ap-southeast-2.amazonaws.com/la-vie-ormondaise-nla.obj-5745053.zip,1,1919-01-01,1919-07-01,1919,1919,v. ; 23 cm.,Australia,,https://nla.gov.au/nla.cat-vn2043420
nla.obj-3050339593,Language : a literary journal.,,Athenian Publications,https://nla.gov.au/nla.obj-3050339593,https://trove-journals.s3.ap-southeast-2.amazonaws.com/language-a-literary-journal-nla.obj-3050339593.zip,2,1952-01-01,1952-06-01,1952,1952,v. ; 24 cm.,Australia,0455-2962,https://nla.gov.au/nla.cat-vn135331
nla.obj-54089858,"Laws of the Australian Capital Territory : comprising ordinances, regulations, by-laws, and rules of court, and certain proclamations, orders, notifications, thereunder and acts of the Parliament of the Commonwealth, and statutory rules, relating to the Australian Capital Territory, including the Jervis Bay Territory.",,Govt. Print.,https://nla.gov.au/nla.obj-54089858,https://trove-journals.s3.ap-southeast-2.amazonaws.com/laws-of-the-australian-capital-territory-comprisin-nla.obj-54089858.zip,10,1938-01-01,1993-01-01,1938,1993,v. ; 26 cm.,,0727-632X,https://nla.gov.au/nla.cat-vn2131362
nla.obj-851395032,Lesbians on the loose.,,Lesbians on the loose,https://nla.gov.au/nla.obj-851395032,https://trove-journals.s3.ap-southeast-2.amazonaws.com/lesbians-on-the-loose-nla.obj-851395032.zip,110,1990-01-01,1999-02-01,1990,1999,,New South Wales,1324-6542,https://nla.gov.au/nla.cat-vn263981
nla.obj-291423533,Letter from Bishop Willis and report for... of the Anglican Church in Tonga.,,The Church,https://nla.gov.au/nla.obj-291423533,https://trove-journals.s3.ap-southeast-2.amazonaws.com/letter-from-bishop-willis-and-report-for-of-the-an-nla.obj-291423533.zip,11,0019-01-01,,1906,1910,v. ; 21 cm.,Tonga,,https://nla.gov.au/nla.cat-vn671748
nla.obj-760289107,Liberty.,,Liberty Publishing.,https://nla.gov.au/nla.obj-760289107,https://trove-journals.s3.ap-southeast-2.amazonaws.com/liberty-nla.obj-760289107.zip,21,0193-01-01,1934-03-01,1932,1934,v. ; 34 cm.,,,https://nla.gov.au/nla.cat-vn92065
nla.obj-25542067,Life's continuing study of magazine audiences.,,Life Market Research Dept.,https://nla.gov.au/nla.obj-25542067,https://trove-journals.s3.ap-southeast-2.amazonaws.com/life-s-continuing-study-of-magazine-audiences-nla.obj-25542067.zip,2,1938-01-01,1943-11-15,1942,1943,v. ; 29 cm.,,,https://nla.gov.au/nla.cat-vn1736916
nla.obj-2946791855,Lincoln flock book : being a register of pure-bred Lincoln flocks in every state in the Commonwealth of Australia,,The Association,https://nla.gov.au/nla.obj-2946791855,https://trove-journals.s3.ap-southeast-2.amazonaws.com/lincoln-flock-book-being-a-register-of-pure-bred-l-nla.obj-2946791855.zip,1,0190-01-01,1925-01-01,1925,1925,v. : ill. ; 23 cm.,Australia,,https://nla.gov.au/nla.cat-vn1739046
nla.obj-1447219380,Listening post,,Sydney Educational Broadcasting,https://nla.gov.au/nla.obj-1447219380,https://trove-journals.s3.ap-southeast-2.amazonaws.com/listening-post-nla.obj-1447219380.zip,138,1979-01-01,1997-12-01,1979,1997,v.,,0157-6844,https://nla.gov.au/nla.cat-vn654966
nla.obj-2976142688,"Luther almanac for the 400th anniversary of the beginning of the great reformation, 1517 31st October 1917.",,Lutheran Publishing Co,https://nla.gov.au/nla.obj-2976142688,https://trove-journals.s3.ap-southeast-2.amazonaws.com/luther-almanac-for-the-400th-anniversary-of-the-be-nla.obj-2976142688.zip,1,1918-01-01,1918-01-01,1918,1918,1 v. : ill. ; 22 cm.,,,https://nla.gov.au/nla.cat-vn6538546
nla.obj-3012988921,Lutheran almanac.,(1946),Lutheran Book Depot,,https://trove-journals.s3.ap-southeast-2.amazonaws.com/lutheran-almanac-nla.obj-3012988921.zip,164,,,,,25 v. : ill. ; 21 cm.,,,https://nla.gov.au/nla.cat-vn1957751
nla.obj-3085502781,Lutheran yearbook.,,Lutheran Publishing House,https://nla.gov.au/nla.obj-3085502781,https://trove-journals.s3.ap-southeast-2.amazonaws.com/lutheran-yearbook-nla.obj-3085502781.zip,2,1969-01-01,1970-01-01,1969,1970,3 v. : ill. ; 21 cm.,Australia,,https://nla.gov.au/nla.cat-vn2871802
nla.obj-62417183,M. & H. magazine.,,M & H Magazine,https://nla.gov.au/nla.obj-62417183,https://trove-journals.s3.ap-southeast-2.amazonaws.com/m-h-magazine-nla.obj-62417183.zip,9,1918-01-01,1919-08-01,1918,1919,v.,Victoria,,https://nla.gov.au/nla.cat-vn2107594
